weekly_label,avg_mood_score,mood_variability,journal_negative_ratio,quickcheckin_avg,low_signal_rate,stress_mean,energy_mean,recovery_score
Resilient,4.306,0.117,0.045,4.272,0.046,2.148,4.629,0.885
Resilient,4.357,0.223,0.154,4.549,0.006,1.755,4.542,0.903
Resilient,4.294,0.214,0.103,4.43,0.128,1.646,4.544,0.876
Resilient,4.306,0.26,0.247,4.564,0.0,1.668,4.285,0.863
Resilient,4.394,0.131,0.183,4.631,0.136,1.71,4.58,0.757
Resilient,4.827,0.312,0.184,4.15,0.015,2.296,4.756,0.704
Resilient,4.482,0.214,0.317,4.435,0.109,1.833,4.398,0.847
Resilient,4.468,0.23,0.084,4.561,0.185,1.996,3.985,0.906
Resilient,4.055,0.184,0.039,4.562,0.0,1.719,4.42,0.923
Resilient,4.459,0.118,0.293,4.696,0.0,2.196,4.525,0.941
Resilient,4.278,0.092,0.114,4.001,0.123,1.763,4.605,0.714
Resilient,4.603,0.32,0.259,3.904,0.0,1.599,4.312,0.789
Resilient,4.258,0.244,0.226,4.359,0.095,1.605,4.359,0.825
Resilient,4.669,0.302,0.154,4.398,0.205,2.054,4.322,0.964
Resilient,4.696,0.428,0.168,3.871,0.035,1.807,4.511,0.78
Resilient,4.491,0.293,0.088,4.196,0.0,2.131,4.575,0.707
Resilient,4.825,0.223,0.127,4.439,0.223,2.002,4.749,0.781
Resilient,4.338,0.293,0.24,4.007,0.177,1.96,4.325,0.815
Resilient,4.736,0.178,0.288,4.245,0.236,2.218,4.593,0.792
Resilient,4.065,0.111,0.098,4.299,0.0,1.95,4.839,0.919
Resilient,4.105,0.131,0.069,4.27,0.065,1.609,4.207,0.952
Resilient,4.604,0.179,0.076,4.077,0.081,1.602,4.709,0.791
Resilient,4.113,0.195,0.064,4.716,0.152,1.594,4.469,0.912
Resilient,4.83,0.285,0.304,4.013,0.072,1.748,4.743,0.854
Resilient,4.195,0.39,0.221,4.166,0.161,2.068,4.595,0.912
Resilient,4.817,0.112,0.071,4.654,0.182,2.036,4.369,0.757
Resilient,3.998,0.388,0.272,4.575,0.205,1.743,4.588,0.833
Resilient,4.037,0.429,0.117,4.729,0.144,2.107,3.971,0.847
Resilient,4.113,0.188,0.15,4.427,0.151,1.685,4.56,0.797
Resilient,4.572,0.42,0.101,3.898,0.233,2.244,4.539,0.929
Resilient,4.157,0.139,0.071,4.022,0.21,2.183,4.223,0.881
Resilient,4.456,0.303,0.052,4.375,0.152,2.087,4.719,0.927
Resilient,4.674,0.186,0.202,4.561,0.002,1.642,4.09,0.798
Resilient,4.168,0.165,0.05,4.675,0.189,2.209,4.436,0.712
Resilient,4.177,0.344,0.2,4.29,0.0,2.221,4.34,0.768
Resilient,4.691,0.363,0.287,3.868,0.199,2.281,4.398,0.748
Resilient,4.411,0.137,0.24,4.35,0.0,1.931,4.235,0.772
Resilient,4.289,0.225,0.087,4.133,0.255,2.003,4.114,0.705
Resilient,4.586,0.313,0.175,4.712,0.258,1.644,3.952,0.82
Resilient,3.961,0.254,0.255,4.075,0.043,1.93,4.528,0.79
Resilient,4.194,0.235,0.22,4.478,0.0,1.926,4.137,0.882
Resilient,4.416,0.419,0.032,4.571,0.128,1.845,4.577,0.786
Resilient,4.726,0.156,0.251,4.534,0.232,1.647,4.806,0.874
Resilient,4.683,0.404,0.126,4.339,0.0,2.065,4.426,0.825
Resilient,4.677,0.329,0.314,4.727,0.041,1.827,4.522,0.741
Resilient,4.306,0.343,0.235,4.21,0.255,2.063,4.099,0.907
Resilient,4.763,0.249,0.113,4.479,0.077,2.037,4.564,0.851
Resilient,3.961,0.259,0.062,4.383,0.198,1.989,4.255,0.857
Resilient,4.541,0.391,0.257,4.056,0.0,1.95,4.766,0.752
Resilient,3.988,0.104,0.049,4.135,0.004,2.063,4.846,0.869
Resilient,4.25,0.238,0.196,4.194,0.0,1.509,4.113,0.771
Resilient,4.52,0.247,0.161,4.627,0.0,2.268,4.672,0.947
Resilient,4.781,0.071,0.083,4.47,0.009,1.564,4.519,0.899
Resilient,4.602,0.088,0.266,4.018,0.206,1.86,4.011,0.886
Resilient,4.583,0.205,0.277,4.155,0.0,2.003,4.301,0.706
Resilient,4.226,0.36,0.192,3.933,0.142,1.56,3.976,0.887
Resilient,4.454,0.425,0.306,4.306,0.192,1.825,4.517,0.967
Resilient,4.555,0.294,0.179,4.74,0.259,1.914,4.705,0.815
Resilient,4.73,0.366,0.104,4.598,0.212,1.958,4.578,0.927
Resilient,4.543,0.24,0.047,4.091,0.0,1.839,4.655,0.768
Resilient,4.26,0.402,0.094,4.749,0.048,2.166,4.549,0.744
Resilient,4.231,0.172,0.054,4.009,0.232,1.577,3.972,0.851
Resilient,4.198,0.269,0.275,4.695,0.202,1.61,4.494,0.865
Resilient,4.092,0.236,0.13,4.352,0.0,1.789,4.69,0.718
Resilient,4.149,0.291,0.33,4.334,0.094,1.62,4.192,0.876
Resilient,4.717,0.104,0.277,4.012,0.046,1.664,4.369,0.804
Resilient,4.05,0.132,0.286,4.618,0.0,2.001,4.415,0.795
Resilient,4.674,0.143,0.118,4.522,0.019,1.839,4.33,0.759
Resilient,4.813,0.278,0.143,4.737,0.137,1.695,4.223,0.971
Resilient,4.419,0.327,0.207,3.91,0.018,1.793,4.699,0.948
Resilient,4.461,0.175,0.048,4.223,0.132,1.88,4.028,0.886
Resilient,4.651,0.263,0.223,3.852,0.0,2.123,4.392,0.713
Resilient,4.221,0.087,0.273,4.399,0.074,2.143,4.276,0.941
Resilient,4.29,0.114,0.111,4.465,0.258,1.573,4.283,0.826
Resilient,4.269,0.27,0.053,4.295,0.143,1.777,4.022,0.845
Resilient,4.012,0.16,0.272,4.235,0.106,2.181,4.696,0.953
Resilient,4.114,0.187,0.225,4.283,0.215,2.283,4.537,0.92
Resilient,4.341,0.143,0.29,3.922,0.237,1.504,4.375,0.855
Resilient,4.115,0.071,0.244,4.131,0.17,1.577,4.658,0.92
Resilient,4.125,0.296,0.073,4.479,0.08,1.745,4.299,0.914
Resilient,4.368,0.28,0.089,4.185,0.0,2.29,4.578,0.818
Resilient,4.152,0.137,0.293,3.908,0.053,1.667,4.445,0.709
Resilient,4.692,0.367,0.227,4.192,0.193,1.902,4.455,0.925
Resilient,4.704,0.366,0.175,4.046,0.152,1.764,4.619,0.862
Resilient,4.393,0.326,0.256,4.231,0.237,2.021,4.563,0.95
Resilient,4.083,0.082,0.258,4.615,0.115,2.132,4.828,0.762
Resilient,4.195,0.173,0.092,3.98,0.179,2.144,4.841,0.793
Resilient,4.01,0.259,0.065,4.619,0.04,1.592,4.05,0.757
Resilient,4.176,0.259,0.191,4.595,0.215,1.545,3.973,0.84
Resilient,4.441,0.375,0.185,4.652,0.107,2.026,4.549,0.844
Resilient,4.357,0.363,0.298,4.318,0.193,1.864,4.272,0.968
Resilient,4.5,0.321,0.14,4.556,0.0,2.12,4.553,0.749
Resilient,3.97,0.337,0.1,3.928,0.054,1.653,4.469,0.94
Resilient,4.421,0.293,0.059,4.632,0.136,1.554,4.801,0.706
Resilient,4.592,0.383,0.32,4.22,0.026,2.015,4.462,0.747
Resilient,4.717,0.233,0.213,4.007,0.122,1.76,4.103,0.858
Resilient,4.377,0.169,0.115,4.392,0.246,1.842,4.238,0.827
Resilient,4.78,0.25,0.174,4.734,0.257,1.718,4.157,0.834
Resilient,4.39,0.344,0.207,4.642,0.135,2.243,4.348,0.806
Resilient,4.65,0.101,0.05,4.605,0.202,1.701,4.814,0.831
Resilient,4.652,0.26,0.141,4.384,0.0,1.936,4.722,0.806
Resilient,4.712,0.405,0.243,4.346,0.21,1.613,3.987,0.705
Resilient,4.62,0.17,0.286,3.934,0.0,1.65,4.69,0.934
Resilient,4.306,0.258,0.076,4.537,0.124,2.15,4.626,0.834
Resilient,4.81,0.165,0.217,4.027,0.116,1.933,4.145,0.827
Resilient,4.043,0.383,0.314,4.409,0.032,1.549,4.359,0.764
Resilient,4.208,0.248,0.038,3.886,0.0,1.792,3.957,0.82
Resilient,4.055,0.18,0.267,4.354,0.0,2.19,4.349,0.732
Resilient,4.822,0.151,0.307,4.583,0.183,2.137,4.793,0.809
Resilient,4.424,0.116,0.225,4.046,0.147,1.873,4.822,0.853
Resilient,3.955,0.416,0.176,4.26,0.0,2.056,4.714,0.798
Resilient,4.695,0.169,0.165,4.645,0.079,1.758,4.739,0.776
Resilient,4.473,0.297,0.327,4.277,0.0,1.558,4.452,0.777
Resilient,4.661,0.217,0.153,4.262,0.231,1.735,4.534,0.702
Resilient,4.551,0.123,0.211,4.455,0.074,1.501,4.308,0.737
Resilient,3.976,0.231,0.301,4.401,0.134,1.96,4.191,0.872
Resilient,4.567,0.293,0.062,4.252,0.0,2.011,4.351,0.972
Resilient,4.436,0.295,0.247,4.632,0.138,1.567,4.661,0.893
Resilient,4.662,0.132,0.181,3.973,0.0,2.283,4.497,0.818
Resilient,4.756,0.232,0.092,4.404,0.163,1.997,4.284,0.947
Resilient,4.354,0.306,0.043,4.421,0.0,1.644,4.394,0.879
Resilient,4.741,0.14,0.229,4.428,0.043,2.15,4.269,0.799
Resilient,4.631,0.412,0.285,4.029,0.242,1.927,4.447,0.925
Resilient,4.037,0.161,0.234,4.006,0.072,1.865,3.972,0.73
Resilient,4.036,0.102,0.16,4.185,0.0,2.05,3.978,0.854
Resilient,4.195,0.182,0.127,3.96,0.23,1.63,4.786,0.822
Resilient,4.343,0.383,0.121,3.878,0.257,2.173,3.983,0.938
Resilient,4.846,0.241,0.163,4.194,0.0,2.095,4.79,0.749
Resilient,4.503,0.412,0.092,3.997,0.255,1.782,4.491,0.769
Resilient,4.771,0.207,0.17,4.291,0.0,1.574,4.456,0.731
Resilient,3.979,0.293,0.293,4.304,0.103,1.887,4.664,0.82
Resilient,4.729,0.115,0.296,4.31,0.222,1.529,4.084,0.961
Resilient,4.599,0.082,0.068,4.092,0.081,2.237,4.564,0.939
Resilient,4.646,0.128,0.26,3.922,0.233,1.86,4.557,0.875
Resilient,4.23,0.2,0.313,4.59,0.0,1.986,4.825,0.968
Resilient,4.61,0.119,0.327,4.695,0.059,1.502,3.977,0.858
Resilient,4.311,0.424,0.306,4.513,0.122,1.556,4.131,0.845
Resilient,3.968,0.359,0.262,4.716,0.142,1.624,4.287,0.891
Resilient,4.563,0.244,0.043,4.036,0.088,1.915,4.765,0.908
Resilient,3.957,0.378,0.132,3.895,0.0,2.158,4.746,0.713
Resilient,4.73,0.193,0.085,4.632,0.066,2.073,4.478,0.94
Resilient,4.143,0.172,0.181,4.631,0.124,1.592,4.613,0.707
Resilient,3.962,0.402,0.069,4.121,0.029,2.064,4.317,0.806
Resilient,4.672,0.28,0.256,3.987,0.1,1.757,4.79,0.821
Resilient,4.238,0.297,0.273,4.457,0.038,1.77,4.498,0.914
Resilient,4.341,0.278,0.041,4.619,0.159,1.699,4.252,0.751
Resilient,4.051,0.099,0.106,4.302,0.156,2.125,4.505,0.786
Resilient,4.202,0.221,0.167,3.936,0.085,2.273,4.446,0.909
Resilient,4.389,0.118,0.169,4.696,0.04,2.26,4.587,0.763
Resilient,4.461,0.304,0.075,4.505,0.141,2.145,4.767,0.875
Resilient,4.841,0.349,0.116,3.944,0.009,1.529,4.686,0.822
Resilient,4.484,0.386,0.178,4.36,0.247,2.116,4.456,0.744
Resilient,4.582,0.135,0.293,3.917,0.02,2.114,4.438,0.856
Resilient,4.534,0.097,0.18,4.127,0.241,1.706,3.986,0.7
Resilient,4.629,0.25,0.07,4.519,0.017,2.25,4.215,0.921
Resilient,4.759,0.118,0.185,4.191,0.0,1.583,4.248,0.788
Resilient,4.647,0.201,0.086,4.253,0.0,1.906,4.004,0.939
Resilient,4.773,0.117,0.048,4.264,0.025,1.866,3.991,0.948
Resilient,4.374,0.41,0.103,4.393,0.0,2.274,4.664,0.958
Resilient,4.564,0.348,0.205,4.561,0.039,1.628,4.842,0.839
Resilient,4.561,0.248,0.298,4.072,0.0,1.647,4.553,0.977
Resilient,4.29,0.109,0.052,4.646,0.163,2.163,4.255,0.945
Resilient,4.439,0.298,0.125,4.58,0.0,2.126,4.128,0.847
Resilient,4.33,0.273,0.056,4.41,0.0,1.962,4.714,0.835
Resilient,4.795,0.423,0.33,3.966,0.012,1.982,4.557,0.878
Resilient,4.389,0.167,0.136,4.741,0.01,2.295,4.245,0.712
Resilient,4.588,0.135,0.039,4.652,0.0,1.518,4.794,0.778
Resilient,4.83,0.224,0.228,4.38,0.019,1.5,4.489,0.911
Resilient,4.472,0.077,0.088,3.993,0.155,2.286,4.716,0.955
Resilient,4.061,0.202,0.225,3.942,0.0,1.808,3.983,0.718
Resilient,4.673,0.178,0.089,4.019,0.085,2.029,4.085,0.93
Resilient,4.339,0.429,0.215,4.202,0.018,1.672,4.433,0.943
Resilient,4.048,0.072,0.048,4.086,0.0,2.266,3.971,0.919
Resilient,4.224,0.12,0.159,4.728,0.141,1.705,4.425,0.971
Resilient,4.415,0.088,0.215,4.332,0.248,1.851,4.024,0.753
Resilient,4.063,0.396,0.205,4.074,0.056,2.049,4.672,0.739
Resilient,4.198,0.249,0.263,4.143,0.036,2.273,4.444,0.955
Resilient,4.057,0.232,0.11,4.47,0.086,1.855,4.687,0.913
Resilient,4.358,0.351,0.295,4.368,0.098,1.902,4.391,0.904
Resilient,4.413,0.268,0.162,4.706,0.254,2.196,4.402,0.835
Resilient,4.592,0.298,0.327,4.26,0.241,1.965,4.673,0.704
Resilient,4.21,0.204,0.287,4.402,0.256,1.765,4.751,0.755
Resilient,4.764,0.213,0.205,4.727,0.108,1.522,4.105,0.714
Resilient,4.697,0.381,0.215,3.901,0.246,1.626,4.484,0.877
Resilient,4.69,0.17,0.245,4.442,0.17,1.702,4.668,0.74
Resilient,4.316,0.113,0.102,4.538,0.0,2.034,4.261,0.824
Resilient,4.44,0.151,0.116,4.714,0.101,1.851,4.649,0.884
Resilient,4.152,0.071,0.133,4.719,0.064,1.787,4.698,0.725
Resilient,4.698,0.075,0.202,3.887,0.122,1.919,4.848,0.755
Resilient,4.832,0.101,0.294,3.852,0.09,1.831,4.549,0.956
Resilient,4.359,0.278,0.089,4.243,0.0,2.078,4.295,0.783
Resilient,4.442,0.369,0.279,4.407,0.222,2.051,4.182,0.785
Resilient,4.507,0.216,0.046,4.419,0.232,1.736,4.001,0.922
Resilient,4.708,0.133,0.088,4.345,0.161,2.255,4.286,0.765
Resilient,4.432,0.191,0.035,4.042,0.029,2.066,4.334,0.95
Resilient,4.01,0.31,0.236,4.431,0.127,1.775,4.556,0.866
Resilient,4.406,0.35,0.26,4.517,0.231,1.886,4.443,0.932
Resilient,4.535,0.077,0.314,4.245,0.002,2.134,4.124,0.894
Resilient,4.585,0.215,0.232,4.088,0.049,2.23,4.359,0.968
Resilient,4.444,0.2,0.214,4.523,0.0,1.703,4.839,0.943
Resilient,4.112,0.196,0.194,4.489,0.152,1.809,4.808,0.865
Resilient,4.112,0.306,0.258,4.449,0.158,1.657,4.055,0.741
Resilient,4.474,0.09,0.196,3.982,0.245,2.007,4.616,0.71
Resilient,4.385,0.291,0.191,4.012,0.152,2.248,4.573,0.775
Resilient,4.684,0.429,0.205,4.633,0.06,1.885,4.038,0.848
Resilient,4.519,0.07,0.176,4.249,0.197,1.931,4.194,0.737
Resilient,4.196,0.348,0.151,4.129,0.051,1.604,4.172,0.804
Resilient,4.418,0.234,0.21,4.277,0.141,1.721,4.438,0.975
Resilient,4.156,0.363,0.113,4.094,0.108,1.636,4.408,0.913
Resilient,4.819,0.421,0.203,3.878,0.0,1.604,4.562,0.707
Resilient,4.485,0.32,0.109,4.066,0.114,1.815,4.388,0.853
Resilient,4.817,0.087,0.219,4.21,0.039,2.11,4.705,0.75
Resilient,4.172,0.391,0.195,4.516,0.111,2.289,4.056,0.891
Resilient,4.301,0.39,0.189,4.163,0.258,1.766,4.845,0.8
Resilient,4.83,0.129,0.193,4.358,0.025,1.621,4.065,0.914
Resilient,4.203,0.262,0.242,3.916,0.0,2.043,4.584,0.883
Resilient,3.952,0.255,0.054,4.18,0.2,2.238,4.667,0.747
Resilient,4.338,0.185,0.329,4.096,0.179,1.771,4.516,0.739
Resilient,4.256,0.229,0.185,4.27,0.009,1.573,4.296,0.716
Resilient,4.057,0.12,0.261,4.179,0.0,2.078,4.668,0.952
Resilient,4.438,0.107,0.155,4.416,0.142,2.195,4.606,0.947
Resilient,3.988,0.322,0.046,4.264,0.106,1.811,4.745,0.797
Resilient,4.76,0.259,0.041,3.996,0.178,1.589,4.549,0.756
Resilient,4.79,0.385,0.25,4.509,0.099,1.586,4.736,0.76
Resilient,4.72,0.268,0.207,4.3,0.0,1.729,4.098,0.782
Resilient,4.117,0.113,0.146,4.356,0.101,1.596,4.077,0.974
Resilient,3.951,0.197,0.226,4.352,0.195,1.828,3.991,0.814
Resilient,4.288,0.118,0.251,4.116,0.185,1.586,4.693,0.873
Resilient,4.057,0.12,0.312,3.861,0.104,1.821,4.2,0.934
Resilient,4.553,0.12,0.234,4.127,0.216,1.982,4.031,0.953
Resilient,4.733,0.406,0.049,4.112,0.011,2.088,4.189,0.825
Resilient,4.518,0.183,0.258,4.22,0.13,2.072,4.324,0.862
Resilient,4.292,0.187,0.173,4.706,0.212,1.825,4.187,0.905
Resilient,4.232,0.159,0.188,4.018,0.239,2.103,4.519,0.785
Resilient,4.583,0.398,0.097,4.127,0.0,1.868,4.675,0.723
Resilient,4.199,0.186,0.08,4.397,0.0,1.799,4.822,0.73
Resilient,4.59,0.291,0.184,4.091,0.209,2.136,4.643,0.917
Resilient,4.838,0.124,0.198,3.92,0.028,2.256,4.757,0.921
Resilient,4.118,0.403,0.084,4.4,0.158,2.069,4.397,0.909
Resilient,3.997,0.168,0.077,3.907,0.132,2.217,4.356,0.926
Resilient,4.69,0.336,0.054,4.025,0.022,1.83,4.103,0.747
Resilient,4.036,0.374,0.059,4.639,0.017,1.721,4.17,0.836
Resilient,4.606,0.42,0.184,4.21,0.215,2.213,4.115,0.879
Resilient,4.66,0.2,0.084,3.897,0.23,1.562,4.799,0.771
Resilient,4.015,0.333,0.311,4.073,0.184,1.67,4.093,0.874
Resilient,4.573,0.139,0.208,4.465,0.126,2.204,4.798,0.789
Resilient,4.515,0.23,0.053,4.319,0.133,1.538,4.028,0.812
Resilient,4.0,0.322,0.108,4.095,0.0,1.883,4.574,0.883
Resilient,4.816,0.213,0.072,3.981,0.0,2.192,4.147,0.799
Resilient,4.131,0.256,0.034,4.326,0.146,2.01,4.778,0.875
Resilient,4.816,0.335,0.045,4.592,0.155,1.873,4.552,0.92
Resilient,4.836,0.373,0.296,4.318,0.0,1.946,3.954,0.835
Resilient,4.419,0.384,0.069,4.74,0.096,1.929,4.684,0.979
Resilient,3.992,0.211,0.317,4.464,0.0,1.515,4.158,0.75
Resilient,4.322,0.282,0.143,4.745,0.007,1.584,4.553,0.813
Resilient,4.82,0.322,0.167,4.354,0.211,1.609,4.365,0.834
Resilient,4.47,0.113,0.183,4.493,0.0,1.541,4.518,0.704
Resilient,4.218,0.407,0.111,4.239,0.217,1.839,4.057,0.813
Resilient,4.838,0.364,0.321,4.479,0.0,1.827,4.663,0.769
Resilient,4.435,0.269,0.302,4.57,0.097,1.85,4.42,0.726
Resilient,4.49,0.172,0.257,4.367,0.0,2.167,4.738,0.884
Resilient,4.063,0.232,0.05,4.465,0.237,2.071,4.698,0.717
Resilient,4.419,0.286,0.056,4.181,0.086,1.65,4.416,0.905
Resilient,4.261,0.096,0.273,4.074,0.177,2.028,4.45,0.756
Resilient,4.08,0.249,0.068,4.555,0.143,1.863,4.452,0.833
Resilient,4.595,0.32,0.162,4.392,0.224,1.826,4.189,0.939
Resilient,4.249,0.164,0.182,4.735,0.165,1.95,3.983,0.719
Resilient,4.122,0.331,0.283,4.234,0.0,2.232,4.203,0.736
Resilient,4.799,0.139,0.175,4.303,0.023,1.656,4.712,0.872
Resilient,4.68,0.278,0.177,4.206,0.235,1.754,4.249,0.729
Resilient,4.273,0.179,0.171,4.497,0.119,2.231,4.676,0.938
Resilient,4.372,0.345,0.326,4.101,0.26,2.084,4.768,0.877
Resilient,4.481,0.319,0.242,4.237,0.134,1.762,3.999,0.838
Resilient,4.603,0.375,0.272,3.989,0.072,1.528,4.379,0.881
Resilient,4.282,0.22,0.205,4.447,0.0,1.642,4.023,0.819
Resilient,4.229,0.073,0.213,3.867,0.027,1.69,4.571,0.737
Resilient,4.23,0.106,0.214,4.73,0.229,1.791,4.504,0.756
Resilient,4.736,0.175,0.083,4.549,0.0,1.999,4.405,0.835
Resilient,4.555,0.353,0.269,3.944,0.079,2.125,4.042,0.857
Resilient,4.814,0.376,0.167,4.488,0.119,1.581,4.528,0.876
Resilient,4.426,0.127,0.24,4.601,0.048,1.957,4.794,0.841
Resilient,4.262,0.161,0.151,4.476,0.226,1.792,4.665,0.829
Resilient,4.52,0.191,0.188,3.991,0.237,1.748,3.99,0.785
Resilient,4.615,0.337,0.078,4.514,0.041,1.704,3.991,0.978
Resilient,4.456,0.121,0.269,4.471,0.007,1.685,4.042,0.873
Resilient,4.041,0.344,0.307,4.745,0.237,2.074,4.832,0.82
Resilient,4.563,0.144,0.063,4.148,0.025,2.167,4.692,0.85
Resilient,4.759,0.429,0.223,4.465,0.049,1.707,4.181,0.836
Resilient,4.361,0.105,0.162,4.078,0.067,1.791,4.307,0.714
Resilient,3.969,0.274,0.244,4.064,0.094,1.776,4.526,0.876
Resilient,4.634,0.324,0.237,4.06,0.131,2.258,4.319,0.75
Resilient,4.287,0.388,0.253,4.237,0.03,1.526,4.048,0.934
Resilient,4.635,0.248,0.224,4.418,0.0,2.188,4.307,0.763
Resilient,4.635,0.209,0.068,4.439,0.061,1.851,4.21,0.831
Resilient,4.517,0.374,0.13,4.712,0.0,1.949,4.651,0.908
Resilient,4.669,0.116,0.155,4.548,0.0,2.211,4.727,0.776
Resilient,4.298,0.089,0.179,4.447,0.041,1.723,3.956,0.913
Resilient,4.098,0.257,0.242,4.449,0.102,1.846,4.652,0.811
Resilient,4.049,0.149,0.113,3.871,0.091,1.562,4.79,0.784
Resilient,4.324,0.082,0.295,4.327,0.014,1.532,4.557,0.768
Resilient,4.22,0.428,0.297,4.195,0.102,1.523,4.209,0.818
Resilient,4.117,0.276,0.204,4.372,0.07,2.208,4.617,0.918
Resilient,4.06,0.229,0.161,4.046,0.0,1.571,4.012,0.974
Resilient,4.49,0.369,0.217,4.506,0.038,2.081,4.205,0.808
Resilient,4.737,0.249,0.273,3.938,0.062,1.917,4.783,0.881
Resilient,4.614,0.358,0.181,4.385,0.152,1.84,4.409,0.924
Resilient,4.36,0.41,0.321,4.554,0.077,1.52,4.679,0.748
Resilient,4.108,0.342,0.256,4.4,0.124,1.507,4.647,0.832
Resilient,4.362,0.343,0.039,4.611,0.0,1.643,4.829,0.815
Resilient,4.449,0.146,0.249,4.091,0.176,1.733,4.476,0.862
Resilient,4.156,0.132,0.189,4.036,0.245,1.859,4.102,0.87
Resilient,4.64,0.266,0.157,4.468,0.234,1.517,4.612,0.828
Resilient,4.331,0.184,0.188,4.068,0.141,1.658,4.481,0.857
Resilient,4.434,0.258,0.124,4.102,0.081,1.861,4.175,0.895
Resilient,4.495,0.187,0.103,4.659,0.217,1.981,4.314,0.784
Resilient,4.357,0.289,0.201,4.005,0.0,1.704,3.98,0.73
Resilient,4.304,0.241,0.32,4.577,0.061,2.12,4.367,0.968
Resilient,4.202,0.416,0.218,4.457,0.169,2.181,4.46,0.926
Resilient,4.813,0.241,0.067,3.96,0.0,2.169,4.142,0.943
Resilient,4.079,0.349,0.082,4.664,0.039,1.544,4.759,0.843
Resilient,4.649,0.191,0.214,4.255,0.067,1.691,4.45,0.826
Resilient,4.107,0.313,0.084,4.026,0.0,2.091,4.336,0.893
Resilient,4.749,0.406,0.298,4.681,0.0,1.785,4.755,0.9
Resilient,4.647,0.195,0.219,4.136,0.0,2.216,4.532,0.835
Resilient,4.71,0.092,0.23,4.085,0.035,2.11,4.456,0.955
Resilient,4.518,0.323,0.088,4.441,0.0,2.104,4.772,0.98
Resilient,4.243,0.225,0.103,3.934,0.0,1.718,4.271,0.914
Resilient,4.564,0.428,0.139,4.242,0.012,1.526,4.294,0.975
Resilient,4.731,0.29,0.216,4.35,0.154,2.147,4.259,0.922
Resilient,4.242,0.324,0.286,4.655,0.251,1.99,4.301,0.903
Resilient,4.393,0.291,0.3,4.626,0.161,2.238,4.704,0.886
Resilient,4.271,0.373,0.103,4.259,0.229,1.977,4.346,0.883
Resilient,4.518,0.347,0.133,3.864,0.206,2.124,4.527,0.772
Resilient,4.453,0.402,0.206,3.984,0.107,2.165,4.323,0.712
Resilient,4.591,0.304,0.14,4.629,0.005,1.848,4.243,0.833
Resilient,4.805,0.181,0.233,4.39,0.07,1.98,4.232,0.777
Resilient,4.055,0.224,0.324,4.059,0.024,2.165,4.063,0.837
Resilient,4.38,0.125,0.214,4.147,0.174,1.775,4.289,0.836
Resilient,4.448,0.358,0.195,4.715,0.008,2.076,4.005,0.77
Resilient,4.249,0.325,0.09,4.055,0.083,1.855,4.497,0.899
Resilient,4.559,0.142,0.236,4.106,0.043,1.645,4.653,0.907
Resilient,4.394,0.123,0.251,3.874,0.049,1.62,4.165,0.843
Resilient,4.061,0.343,0.113,3.913,0.058,1.631,4.554,0.814
Resilient,4.3,0.14,0.121,4.259,0.141,1.58,4.807,0.714
Resilient,4.203,0.421,0.165,4.578,0.049,1.778,4.374,0.926
Resilient,4.797,0.374,0.317,4.648,0.201,2.014,4.018,0.94
Resilient,4.824,0.398,0.062,4.428,0.195,1.621,4.232,0.779
Resilient,4.027,0.22,0.047,4.467,0.152,1.793,4.5,0.829
Resilient,4.316,0.166,0.279,4.523,0.077,1.714,4.237,0.944
Resilient,4.477,0.24,0.052,3.871,0.051,2.277,4.263,0.701
Resilient,4.5,0.086,0.102,4.677,0.015,2.196,4.128,0.769
Resilient,4.555,0.321,0.276,4.082,0.126,2.132,4.465,0.925
Resilient,4.122,0.153,0.189,4.219,0.0,2.013,4.161,0.978
Resilient,4.124,0.325,0.118,4.245,0.117,2.256,4.002,0.734
Resilient,4.797,0.379,0.278,4.72,0.187,2.298,4.759,0.816
Resilient,4.067,0.27,0.323,4.338,0.0,1.772,3.971,0.759
Resilient,4.238,0.351,0.293,4.658,0.124,1.631,4.183,0.856
Resilient,4.121,0.185,0.223,3.949,0.104,1.521,4.505,0.858
Resilient,4.843,0.344,0.319,4.388,0.0,1.991,4.305,0.835
Resilient,4.694,0.285,0.122,4.126,0.05,2.056,4.124,0.799
Resilient,4.414,0.271,0.137,4.721,0.013,2.252,4.688,0.821
Resilient,4.71,0.124,0.217,4.121,0.154,2.064,4.456,0.936
Resilient,4.203,0.206,0.13,4.716,0.24,1.797,4.327,0.806
Resilient,4.397,0.249,0.103,4.228,0.08,1.721,4.791,0.74
Resilient,4.248,0.363,0.097,4.596,0.212,1.784,4.379,0.967
Resilient,4.28,0.28,0.163,4.244,0.206,1.745,4.635,0.915
Resilient,4.752,0.126,0.207,4.381,0.0,1.556,4.245,0.902
Resilient,4.795,0.214,0.131,4.248,0.185,2.214,4.772,0.872
Resilient,4.018,0.081,0.155,3.938,0.038,1.891,4.265,0.715
Resilient,4.667,0.278,0.14,4.578,0.0,2.074,4.581,0.945
Resilient,4.685,0.37,0.093,3.934,0.0,1.642,4.705,0.901
Resilient,4.563,0.275,0.05,4.147,0.083,2.177,4.605,0.944
Resilient,4.719,0.419,0.03,4.112,0.114,2.122,4.545,0.862
Resilient,4.401,0.074,0.184,4.569,0.116,2.223,4.635,0.81
Resilient,4.378,0.215,0.067,4.19,0.252,1.819,4.236,0.804
Resilient,4.606,0.16,0.221,4.205,0.019,1.591,4.624,0.871
